ISBSG Project ID;Data Quality Rating;UFP rating;Year of Project;Industry Sector;Organisation Type;Application Group;Application Type;Development Type;Development Platform;Language Type;Primary Programming Language;Count Approach;Functional Size;Relative Size;Adjusted Function Points;Value Adjustment Factor;Normalised Work Effort Level 1;Normalised Work Effort;Summary Work Effort;Normalised Level 1 PDR (ufp);Normalised PDR (ufp);Pre 2002 PDR (afp);Defect Density;Speed of Delivery;Manpower Delivery Rate;Project Elapsed Time;Project Inactive Time;Implementation Date;Project Activity Scope;Effort Plan;Effort Specify;Effort Design;Effort Build;Effort Test;Effort Implement;Effort Unrecorded;Minor Defects;Major Defects;Extreme Defects;Total Defects Delivered;Business Area Type;Software Process CMM;Software Process CMMI;Software Process SPICE;Software Process ISO;Software Process TICKIT;Software Process Other;Package Customisation;Degree of Customisation;Architecture;Client Server?;Client Roles;Server Roles;Type of Server;Client/Server Description;Web Development;Development Methodologies;Development Techniques;JAD Method Used;Prototyping Used;Planning Documents;Specification Documents;Specification Techniques;Design Documents;Design Techniques;Build Products;Build Activity;Test Documents;Test Activity;Implement Documents;Implement Activity;Functional Sizing Technique;FP Standard;FP Standards All;Reference Table Approach;1st Hardware;1st Language;1st Operating System;Integrated Development Environment;1st Debugging Tool;1st Data Base System;1st Component Server;1st Web Server;1st Message Server;1st Other Platform;2nd Hardware;2nd Language;2nd Operating System;2nd Data Base System;2nd Component Server;2nd Web Server;2nd Message Server;2nd Other Platform;CASE Tool Used;Used Methodology;How Methodology Acquired;User Base - Business Units;User Base - Locations;User Base - Distinct Users;User Base - Concurrent Users;Intended Market;Target Platform;Device Embedded;Recording Method;Resource Level;Team Size Group;Max Team Size;Average Team Size;Ratio of Project Work Effort to Non-Project Activity;Percentage of Uncollected Work Effort;Input count;Output count;Enquiry count;File count;Interface count;Added count;Changed count;Deleted count;COSMIC Entry;COSMIC Exit;COSMIC Read;COSMIC Write;Lines of Code;Lines of Code not Statements;Other Size Units
26912;A;A;1994;Medical & Health Care;"Medical and Health Care;";Business Application;"Office Information System;";New Development;MR;3GL;C++;IFPUG 4+;1240;6. L;1241;1;10222;10222;10222;8,2;8,2;8,2;;82,7;7,5;15;;jun-94;;;;;;;;10222;;;;;"Blood Bank;";;;;;;;No;;Client server;Yes;;;"Unix;";;;;"Business Area Modelling;Data Modelling;Process Modelling;Prototyping;";;Yes;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";"Combined all tables into a single file;";;"BORLAND C++ FOR Windows;C;";"UNIX  MS-Dos  OC12;Server  Client;";;No;"WGRES;Adaptable to Oracle;INFORMIX;";;;;"St-View 2.0;Class Library;";;;;;;;;;Yes;Yes;"Developed In-house;";<2;>5;;>5;"In-house for external business unit;";;;Staff hours (recorded);1;sep-14;11;;;;575;45;319;301;0;1240;;;;;;;;;
26914;A;A;1993;Government;"Public Administration;";Business Application;"Management Information System;";Enhancement;MF;4GL;NATURAL;IFPUG old;99;3. S;99;1;339;339;241;3,4;3,4;2,4;60,6;33;;3;;oct-93;;;;;210;23;8;0;3;3;0;6;"Fine Enforcement;";;;;;;;No;;Stand alone;;;;;;;"Multifunctional Teams;";;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 3;"IFPUG 3;In-house;";"Counted each table as a logical file;";"FUJITSU;";"NATURAL 2.1;";"MSP;";;No;"ADABAS;";;;;;;;;;;;;;No;Yes;"Developed In-house;";1;>5;;>5;"In-house for internal business unit;";;;Staff hours (recorded);1;;;;;Don't know effort on study;81;0;3;15;0;6;93;0;;;;;;;
26917;B;B;2004;Banking;"Banking;";;;New Development;PC;3GL;Java;FiSMA;;3. S;83;;1680;1718;1718;;;20,7;;;;32;0,07;30-may-04;"Planning;Specification;Design;Build;Test;Implement;";;431;521;144;404;180;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"PC-Network;";"Java;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);4;;;;;;;;;;;;;;;;;;;;
26919;B;A;2002;;"Maintenance;";;"Maintenance;";Enhancement;;3GL;C++;IFPUG 4+;89;3. S;108;1,21;4782;4782;4782;53,7;53,7;44,3;;;;;;abr-02;;;;;;;;4782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;;"C++;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26921;B;A;1998;Financial;"Financial, Property & Business Services;";Business Application;"Financial transaction process/accounting;";New Development;Multi;4GL;Access;IFPUG 4+;400;5. M2;400;;1015;1015;1015;2,5;2,5;2,5;;137,9;;2,9;0;29-dic-98;"Planning;Specification;Build;Test;";;;;;;;1015;;;;;"Don't Know;";;;;;;;No;;Multi-tier / Client server;Yes;;;;"C/S;";;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"PC;";"Access;";"Windows NT 4.0;";;;"ACCESS;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (derived);1;;;;100%;Unable to estimate;;;;;;;;;;;;;;;
26924;B;B;2006;Insurance;"Insurance;";;;New Development;MF;3GL;COBOL;FiSMA;;4. M1;147;;948;948;863;;;5,9;;;;16,3;0,3;15-oct-06;"Specification;Design;Build;Test;Implement;";;0;113;0;450;300;0;;;;;;;;;;;;;;Stand alone;;;;;;;"Waterfall (includes Linear Processing);";;;;;;"Walkthroughs;";;"SRM model;";;"Functional sizing;";;"Development model;";;"Stuctural methods;";"Automated by a tool;";FiSMA;"FiSMA;";;"MAINFRAME;";"COBOL;";;;;;;;;;;;;;;;;;;Yes;;;;jun-50;;"In-house for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26927;B;A;2002;Communication;"Voice Provisioning;";;"Voice Provisioning;";Enhancement;;3GL;Java;IFPUG 4+;502;5. M2;622;1,24;21864;21864;21864;43,6;43,6;35,2;;;;;;abr-02;;;;;;;;21864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;;"Java;SQL;VB;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26928;B;C;2003;Insurance;"Insurance;";;;New Development;Multi;3GL;Java;FiSMA;;5. M2;771;;4408;4408;4408;;;5,7;;;;9;1;15-dic-03;;;;;;;;4408;;;;;;;;;;;;;;;;;;;;;;"Object Oriented;";;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Multi Platform;";"Java;";;;;;;;;;;;;;;;;;;Yes;;;;jun-50;;"In-house for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26932;A;A;1994;Utilities;"Electricity, Gas, Water;";Real-Time Application;"Complex process control;";New Development;PC;3GL;C;IFPUG 4+;1512;6. L;1285;0,85;1200;1200;1200;0,8;0,8;0,9;3,3;91,6;30,5;16,5;12;ago-94;;;;;;;;1200;5;0;0;5;"Project management & job control.;";;;;;;;No;;Client server;Yes;;;;"Client: presentation, processing;";;"Joint Application Development (JAD);Multifunctional Teams;Rapid Application Development (RAD);";"Data Modelling;Process Modelling;Prototyping;";Yes;Yes;;;;;;;;;;;;"Manual supported by a tool;";"IFPUG 4;Addendum to existing standards;";"IFPUG 4;Addendum to existing standards;";;"INTEL 486+;";"C;";"Windows or OS/2;";;"CODE VIEW;";"DB2/2;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";5;15;;400;"In-house for internal business unit;";;;Staff hours (recorded);1;03-abr;3;;;;685;67;133;620;7;1512;;;;;;;;;
26938;B;;2006;Government;"Government;";Business Application;"Catalogue/register of things or events;Customer relationship management;";Enhancement;PC;4GL;Oracle;COSMIC;1100;6. L;1100;;18693;19766;19766;17;18;18;;366,7;5;3;0;29-dic-06;"Planning;Specification;Design;Build;Test;Implement;";1484;1979;1763;9432;3180;855;0;;;;;;;;;;;;;;Stand alone;;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";COSMIC 2.2;"COSMIC 2.2;";;;"Oracle eBS;";"Windows Server;";"Oracle eBS;";;"Oracle;";;;;;;;;;;;;;;;;;;;;;;;Recorded work on project tasks each day;4;71-80;74;12,3;;;;;;;;1100;0;0;;;;;;;
26939;B;B;2005;Communication;"Communications;";Mathematically-Intensive Application;"relatively complex application;";Enhancement;MF;3GL;;IFPUG 4+;51;3. S;51;;948;948;948;18,6;18,6;18,6;;;;;;first Quarter 2005;;;;;;;;948;;;;;;;;;;;;;;;;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG 4.2;"IFPUG 4.2;";;"Mainframe;";"3GL;";;;;"Batch;";;;;;;;;;;;;;;Yes;;;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26944;B;C;2000;Manufacturing;"Chemicals;";Real-Time Application;"Complex process control;";Enhancement;MR;3GL;RPG;IFPUG 4+;;8. XXL;13699;;1586;1586;888;;;0,1;;;;;;1998 to 2000;"Planning;Build;";41;;;847;;;0;;;;;"Engineering;";;;;;;;Yes;Turnkey + simple screen/report customise;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";IFPUG;"IFPUG;";;"IBM AS/400;";"RPG;";"OS/400;";;Yes;Yes;;;;;;;;;;;;;Don't Know;Don't Know;;;;;;"External for external business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26946;A;A;1991;Financial;"Financial, Property & Business Services;";;;New Development;MF;3GL;COBOL;IFPUG old;86;3. S;86;1;419;419;419;4,9;4,9;4,9;;;;;;oct-91;;;;;;;;419;;;;;"Banking;";;;;;;;No;;Stand alone;;;;;;;;;;;;;;;;;;;;;;;"IFPUG 3;Addendum to existing standards;";"IFPUG 3;Addendum to existing standards;";;"IBM;";"ASSEMBLER;COBOL;EASYTRIEVE;";"MVS/XA;";;;"IMS/DB;";;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;Unable to estimate out-of-hours effort;18;8;0;28;32;86;;;;;;;;;
26955;A;A;2009;Service Industry;"Government;Community Services;";Business Application;"Online analysis and reporting;";Enhancement;Multi;4GL;ABAP;IFPUG 4+;327;5. M2;327;1;3899;3899;3899;11,9;11,9;11,9;0;23,4;1,2;14;0;26-jun-09;"Planning;Specification;Design;Build;Test;Implement;Proj Management;";;;;;;;3899;0;0;0;0;;;CMMI Level 2;;;;;;;Client server;Yes;"Data retrieval & presentation;Web/HTML browser;Security;";"Database server;HTML/web server;Security/authentication;";;;;"Multifunctional Teams;Timeboxing;";"Prototyping;";;Yes;"Budget;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;Project Mgt Plan;Software Development Plan;Project Charter including relevant analysis;";"System Concept Document;Requirements Specification;Functional Specification;System Analysis Report;User Interface Prototype;Graphical Look & Feel;Logical Data/ER Model;Data Flow Model;External/System Interface Specifications;Business Blueprint and Technic";;"Technical Specification;User Interface Prototype;Graphical Look & Feel;Component Designs;Database/Data File Design;Software Interface Designs;Detailed Design Documents;";;"Source Code/Objects;Database Objects;Graphics Items/Images;Information/Text Content;Unit Test Plans/Designs;Integration Scripts/Checklist;";"Unit Testing;Code Review/Inspection;Software Integration;System Integration;";"Test Plans/Designs;Test Scripts/Harnesses;Test Data;Incident/Defect Lists;";"Manual Testing;Performance, Stress or Load Testing;Regression Testing;";"Installation Procedures;Release Description/Notes;Incident/Defect Lists;End user Manual or Help;Operation/Admin. Manual;Data Establishment Process;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;Provide User Training;Provide User Support;Data Establishment;Report Establishment;";"Manual supported by a tool;";IFPUG 4.2;"IFPUG 4.2;";;;"ABAP;";"all;";"SAP-BW;";No;"Oracle;";No;No;No;;;;;;;;;;No;Yes;"Combined Developed/Purchased;";;;;;"Customer & team 1 org, users in another;";;;Recorded work on project tasks each day;1;15-20;20;;;;18;224;33;52;0;327;0;0;;;;;;;
26968;B;A;1992;Utilities;"Electricity, Gas, Water;";Business Application;"Management Information System;";Enhancement;MF;3GL;COBOL;IFPUG old;121;4. M1;129;1,07;2499;4463;2499;20,7;36,9;19,4;;;;;;dic-92;"Planning;Build;";;;;;;;2499;;;;;"Engineering;";;;;;;;No;;;Don't Know;;;;;;;"Process Modelling;";;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 3;"IFPUG 3;";"Counted each table as a logical file;";;"COBOL II;";"MVS ESA;JES3;";;No;"IMS;";;;;;;;;;;;;;Yes;Yes;"Purchased;";10;1;;10;"In-house for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26969;B;C;2002;Government;"Public Administration;";;;Enhancement;MF;4GL;NATURAL;FiSMA;;4. M1;223;;4459;4459;2051;;;9,2;;;;4;;28-feb-02;"Design;Build;";;;211;1840;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Mainframe;";"NATURAL 2;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26979;A;B;2001;Communication;"Communications;";Business Application;"Transaction/Production System;";Enhancement;MF;4GL;NATURAL;IFPUG 4+;65;3. S;65;;2727;2727;2263;42;42;34,8;;6,5;0,5;10;;ene-01;"Specification;Build;Test;";;962;;513;788;;0;;;;;"Telecommunications;";;;;;;;;;Stand alone;No;;;;;;;"Process Modelling;";;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";"IBM MAINFRAME;";"NATURAL;";"MVS;";;;"DB2;";;;;;;;;;;;;;;Yes;"Developed In-house;";2;15;;300;"Outsourced for internal business unit;";;;Staff hours (recorded);1;sep-14;13;13;100%;;;;;;;;;;;;;;;;
26984;B;A;2001;Banking;"Banking;";Business Application;"Financial transaction process/accounting;";Enhancement;MF;3GL;PL/I;IFPUG 4+;269;4. M1;269;;866;866;806;3,2;3,2;3;;44,8;;6;0;30-sep-01;"Planning;Specification;Build;Test;";;;;;;;806;;;;;"Don't Know;";;;;;;;No;;;Don't Know;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MF;";"PL/I;";"MVS;";;;"DB2;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (recorded);1;;;;100%;Unable to estimate;23;85;0;93;68;0;269;0;;;;;;;
26986;A;A;2000;Communication;"Communications;";Business Application;"Management Information System;";Enhancement;;4GL;Oracle;IFPUG 4+;461;5. M2;466;1,01;1708;2058;1708;3,7;4,5;3,7;;46,1;11,5;10;;feb-00;"Specification;Build;Test;";;;;;;;1708;;;;;"Telecommunications;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";;"Oracle;";;;;;;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;03-abr;4;4;100%;;164;212;12;66;7;461;0;0;;;;;;;
26988;A;A;1999;Financial;"Financial, Property & Business Services;";Business Application;"Transaction/Production System;";New Development;PC;3GL;TIBCO;IFPUG 4+;111;4. M1;142;1,28;13175;13175;13175;118,7;118,7;92,8;0;6,2;;18;0;1999;;;;;;;;13175;;0;;0;;;;;;;;TIBCO;45%;;;;;;;;"Joint Application Development (JAD);";"Object Oriented;";Yes;;;;;;;;;;;;;"Wholly manual;";IFPUG;"IFPUG;";;"PC;";"TIBCO;";;;;;;;;;;;;;;;;;Yes;Yes;"Combined Developed/Purchased;";7;12;;7;;;;Staff hours (derived);1;;;;;Less than 5% of recorded effort;;;;;;;;;;;;;;;
26989;B;A;2002;;;;;New Development;;;;IFPUG 4+;470;5. M2;470;1;3712;3712;3712;7,9;7,9;7,9;;58,8;;8;0;;;;;;;;;3712;;;;;;;;;;;;Don't Know;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";"CPM4.0;Addendum to existing standards;";"CPM4.0;Addendum to existing standards;";"Don't Know;";;;;;;;;;;;;;;;;;;;Don't Know;Don't Know;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26994;B;B;2007;Government;"Government;Defence;";Business Application;"Reporting;";Enhancement;MF;3GL;COBOL;IFPUG 4+;26;2. XS;26;;538;538;538;20,7;20,7;20,7;38,5;1,2;;21,6;;2007;;;;;;;;538;1;0;;1;;Software-CMM Level 2;;;;;;;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;"Mainframe;";"COBOL;Focus;";;;;;;;;"Reporting;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26997;A;A;2011;Insurance;"Insurance;";Business Application;"Online Insurance product comparision tool;";Enhancement;MR;4GL;XML;IFPUG 4+;169;4. M1;139;0,82;1327;1327;1208;7,9;7,9;8,7;0;48,3;9,7;3,5;0;23-ene-11;"Planning;Design;Build;Test;Implement;";224;;;536;416;32;0;;;;0;;;CMMI;;ISO 9002;;;;;Multi-tier;No;;;;;Web;"Multifunctional Teams;Waterfall (includes Linear Processing);";;;;"Budget;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;Project Mgt Plan;Work Orders;Delivery Proposal Report;";"Requirements Specification;Functional Specification;System Requirement Specification;";"Specification Review;";"Detailed Design Documents;High Level Design;";;"Source Code/Objects;";"Unit Testing;Code Review/Inspection;";"Test Plans/Designs;Test Scripts/Harnesses;";"Integration Testing;";"Release Description/Notes;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;Provide User Support;";"Manual supported by a tool;";IFPUG;"IFPUG;";"Combined all tables into a single file;";;"XML/XSLD/XSD;";"Windows;";Yes;;"DB2;";;Yes;;;;;;;;;;;No;Yes;"Developed In-house;";;;;;"Customer & users 1 org, team in another;";XML, Java/J2EE;;Recorded work on project tasks each day;1;05-ago;5;0,8;;5% - 10% of recorded effort;6;9;0;154;0;169;0;0;;;;;;;
27009;B;C;2006;;;Business Application;"Financial transaction process/accounting;";Enhancement;Multi;3GL;Java;IFPUG 4+;;3. S;66;;113;113;113;;;1,7;;;;1,8;;2006;;;;;;;;113;;;;;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java / similar;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
27016;A;A;2000;Communication;"Communications;";;"Card Administration  INCAS & Fault Assurance CAPRA;";Enhancement;MF;4GL;NATURAL;IFPUG 4+;72;3. S;77;1,07;2540;2540;2108;35,3;35,3;27,4;;18;1,5;4;;abr-00;"Specification;Build;Test;";;842;;465;801;;0;;;;;"Telecommunications;";;;;;;;;;Client server;Yes;;;;;;;"Data Modelling;Process Modelling;";;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";"IBM ES 9000;";"NATURAL;";"MVS;";;"ISPF toolset;";"DB2;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";;10;;100;"Outsourced for internal business unit;";;;Staff hours (recorded);1;sep-14;12;12;100%;;30;0;20;22;0;7;65;0;;;;;;;
27020;B;B;1999;Communication;"Communications;";;;Enhancement;;;;IFPUG 4+;151;4. M1;151;;1329;1329;1103;8,8;8,8;7,3;;12,6;3,1;12;;jun-99;"Specification;Build;Test;";;304;;558;241;;0;;;;;"Telecommunications;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";;;;;;;;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;03-abr;4;4;100%;;;;;;;;;;;;;;;;
27022;A;A;2004;Banking;"Banking;";Business Application;"Financial transaction process/accounting;";Enhancement;MF;3GL;COBOL;NESMA;96;3. S;96;;1959;2096;2096;20,4;21,8;21,8;;9,9;0,7;9,7;0,8;26-jun-04;"Planning;Specification;Design;Build;Test;Implement;";;;;;;;1959;;;;;;;;;;;;;;Stand alone;;;;;;;;;;;"Budget;Project Schedule;Quality Plan;Resource Plan;Software Development Plan;";"System Concept Document;Requirements Specification;Functional Specification;System Analysis Report;Logical Data/ER Model;Data Flow Model;External/System Interface Specifications;";;"System Architecture Spec;Technical Specification;Graphical Look & Feel;Component Designs;Database/Data File Design;Software Interface Designs;Detailed Design Documents;";;"Source Code/Objects;Database Objects;Information/Text Content;Unit Test Plans/Designs;Integration Scripts/Checklist;Module / class;";;"Test Plans/Designs;Test Scripts/Harnesses;Test Data;Incident/Defect Lists;";;"Installation Procedures;Release Description/Notes;Incident/Defect Lists;Operation/Admin. Manual;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;Provide User Support;";;NESMA 2.2;"NESMA 2.2;";"Combined all tables into a single file;";;"COBOL;";"MVS;";;Yes;"DB2;";No;No;No;;;;;;;;;;;Yes;"Combined Developed/Purchased;";;;;;;;;Recorded work on project tasks each day;4;sep-14;14;;;;48;25;16;7;0;34;62;0;;;;;;;
27027;A;A;2005;Government;"Government;";Business Application;"Management of Licences and Permits;";Enhancement;Multi;3GL;Java;IFPUG 4+;82;3. S;98;1,2;3524;3524;3172;43;43;32,4;0;2,3;;36;;ago-05;"Specification;Design;Build;Test;Implement;";;329;88;1794;872;89;0;0;0;0;0;;;;;;;;;;;;;;;;Web;;;;;"Yes - inhouse;";"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;"Wholly manual;";IFPUG 4.2;"IFPUG 4.2;";;;"Java / J2EE;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;69;13;0;0;0;35;47;0;;;;;;;
27034;B;A;2006;Government;"Government;";Business Application;"Document management;Financial transaction process/accounting;Image, video or sound processing;";Re-development;Multi;3GL;Visual Basic;IFPUG 4+;447;5. M2;447;1;29246;29246;29246;65,4;65,4;65,4;82,8;12,8;0,4;35;0;03-abr-06;"Planning;Specification;Design;Build;Test;Implement;";;;;;;;29246;;;;37;;;;;;;;;;Client server;Yes;;;;;Web;;;Yes;;"Budget;Feasibility Study;Project Schedule;Resource Plan;Software Development Plan;";"System Concept Document;Requirements Specification;Functional Specification;System Analysis Report;User Manual;User Interface Prototype;Graphical Look & Feel;Logical Data/ER Model;Data Flow Model;Unit process;";"Joint Application Development (JAD);Specification Review;";"System Architecture Spec;Technical Specification;User Interface Prototype;Graphical Look & Feel;Database/Data File Design;Detailed Design Documents;";"In house;";"Source Code/Objects;";;"Test Plans/Designs;Test Data;Incident/Defect Lists;";"Create & Run Automated Testing;Performance, Stress or Load Testing;In house;";"Installation Procedures;Release Description/Notes;Incident/Defect Lists;End user Manual or Help;Operation/Admin. Manual;End user Training Material;Data Establishment Process;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;Provide User Training;Provide User Support;";"Wholly manual;";IFPUG 4.1;"IFPUG 4.1;";;;"VB6;HTML;J Script;";"Windows XP Pro;Server 2000;";"Visual Studio 6.0;";No;No;"Component;";"IIS;";No;;;"COBOL;";"Z/OS;";"IDMS-DB;";"IDMS-DC;";No;"In house;";;No;Yes;"Developed In-house;";;1;250;;"Customer, users & team in same org;";;;Recorded total hours each day or week;1;31-40;35;;;;157;115;70;105;0;447;;;;;;;;;
27035;B;B;1999;;;Business Application;"Management Information System;";Enhancement;MF;4GL;NATURAL;IFPUG 4+;115;4. M1;115;;;6221;4168;;54,1;36,2;;;;;;;"Build;Test;Implement;";;;;;;;;;;;;;;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";;"IBM Compatible Mainframe;";"NATURAL;";"MVS;";;Don't Know;"ADABAS;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;;;;Staff hours (recorded);4;;;;;;;;;;;;;;;;;;;;
27038;B;B;2010;Manufacturing;"Manufacturing;";Business Application;"Retailer sales reporting;";Enhancement;MR;4GL;Pro*C;IFPUG 4+;138;4. M1;138;;;1315;1210;;9,5;8,8;0;24,6;;5,6;;18-nov-10;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;0;"Dealer Operations;";;;;;;;Yes;0%;Client server;Yes;;;"Client server;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";Addendum to existing standards;"IFPUG 4.1;Addendum to existing standards;";;;"Pro*C;SQL;Oracle;";"Unix;";;;"Oracle;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"In House;Good relationship;";;;Staff hours (recorded);;;;;;;;;;;;;;;;;;;;;
27040;A;A;2000;Communication;"Communications;";Real-Time Application;"Telecom & network management;";Enhancement;PC;3GL;Pro*C;IFPUG 4+;74;3. S;81;1,1;547;547;454;7,4;7,4;5,6;;74;;1;;oct-00;"Specification;Build;Test;";;234;;124;96;;0;;;;;"Telecommunications;";;;;;;;;;Stand alone;;;;;;;;"Data Modelling;Event Modelling;Process Modelling;";;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Counted each table as a logical file;";"PC 486;";"Pro*C;";"Windows;";;;"Oracle;";;;;;;;;;;;;;;Yes;"Developed In-house;";10;50;;150;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;100%;;11;22;0;20;21;64;10;0;;;;;;;
27042;B;;2004;Manufacturing;"Manufacturing;";Infrastructure Software;"Software development tool;";Enhancement;PC;3GL;Java;LOC;;;;;11152;11152;11152;;;;;;;6,8;;;"Planning;Specification;Design;Build;Test;Implement;";952;2295;1360;2703;2873;969;0;;;;2;"Manufacturing;";;;;;;;;;Stand-alone;No;;;;"Stand-alone;";;"Waterfall (includes Linear Processing);";;;;;;"Specification Review;";;"Design Review/Inspection;";;;;;;;;;;;;"Java;";"Windows 2000;";"jdk1.4.*;";;;;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Customer & users 1 org, team in another;";;;Staff hours (recorded);1;sep-14;9;9;;;;;;;;;;;;;;;37.543;;
27047;C;A;2004;;;;"MS Billing;";Enhancement;;4GL;SQL;IFPUG 4+;79;3. S;84;1,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"SQL;VB;";;;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);;;;;;;;;;;;;;;;;;;;;
